"policy_id","industry","vehicle_type","territory","fleet_size","years_in_business","driver_age","driver_age_band","exposure","claims","total_loss","severity","pure_premium","freq_lambda","sev_mu"
8480,"Professional","Cargo_Van","Urban",34,3,28,"21–30",0.564561944222078,0,0,NA,0,0.0735059651377145,7560
8481,"Logistics","Delivery_Truck","Suburban",44,11,38,"31–40",0.967769123264588,0,0,NA,0,0.236019533781768,13650
8482,"Retail","Cargo_Van","Suburban",35,25,26,"21–30",0.717011012602597,0,0,NA,0,0.0896263765753247,7000
8483,"Professional","Delivery_Truck","Urban",49,27,60,"51–60",0.780471793026663,0,0,NA,0,0.148082815649914,9828
8484,"Logistics","Delivery_Truck","Rural",33,34,37,"31–40",0.736671255901456,0,0,NA,0,0.11543785914227,10920
8485,"Retail","Cargo_Van","Suburban",27,14,27,"21–30",0.777982273837551,0,0,NA,0,0.0910239260389935,7000
8486,"Logistics","Cargo_Van","Rural",24,11,53,"51–60",0.924385819002055,0,0,NA,0,0.10327238369891,8400
8487,"Logistics","Cargo_Van","Urban",11,21,58,"51–60",0.608101733261719,0,0,NA,0,0.128978377624811,12600
8488,"Professional","Light_Truck","Suburban",49,5,45,"41–50",0.641125478432514,0,0,NA,0,0.0561433581463352,5670
8489,"Retail","Light_Truck","Urban",24,39,59,"51–60",0.802400021580979,0,0,NA,0,0.123489363321313,7560
8490,"Logistics","Cargo_Van","Urban",36,37,57,"51–60",0.917896106606349,1,19582.9727588321,19582.9727588321,21334.628851662,0.24287530980804,12600
8491,"Retail","Cargo_Van","Urban",24,40,46,"41–50",0.786561859422363,0,0,NA,0,0.134502077961224,8400
8492,"Healthcare","Cargo_Van","Suburban",16,12,28,"21–30",0.92724823881872,0,0,NA,0,0.0884594819833059,7700
8493,"Construction","Light_Truck","Rural",21,37,55,"51–60",0.763554887031205,0,0,NA,0,0.0694140112251198,7056
8494,"Professional","Light_Truck","Urban",44,13,48,"41–50",0.901162937516347,0,0,NA,0,0.114114262777695,6804
8495,"Retail","Light_Truck","Suburban",33,1,70,"61–70",0.585965833044611,0,0,NA,0,0.0648664177180384,6300
8496,"Construction","Delivery_Truck","Rural",48,20,32,"31–40",0.919489594176412,0,0,NA,0,0.150110354207676,10192
8497,"Retail","Light_Truck","Urban",19,15,53,"51–60",0.67559837771114,0,0,NA,0,0.0994143012801942,7560
8498,"Construction","Cargo_Van","Urban",49,5,37,"31–40",0.61390194541309,1,9172.71526367724,9172.71526367724,14941.6618276148,0.166398122304218,11760
8499,"Construction","Light_Truck","Urban",24,4,66,"61–70",0.504777467111126,0,0,NA,0,0.100990827844923,10584
8500,"Professional","Light_Truck","Suburban",5,22,50,"41–50",0.53591132524889,0,0,NA,0,0.032074292816146,5670
8501,"Retail","Light_Truck","Suburban",2,7,53,"51–60",0.654881437891163,0,0,NA,0,0.0542241830573883,6300
8502,"Retail","Cargo_Van","Suburban",29,40,51,"51–60",0.548824001685716,0,0,NA,0,0.0653100562006002,7000
8503,"Retail","Delivery_Truck","Suburban",4,7,21,"21–30",0.906255855341442,0,0,NA,0,0.110744465522724,9100
8504,"Professional","Light_Truck","Suburban",19,10,46,"41–50",0.872120893909596,0,0,NA,0,0.059888541784772,5670
8505,"Professional","Box_Truck","Suburban",15,34,30,"21–30",0.609394750208594,0,0,NA,0,0.0627067197964643,9450
8506,"Construction","Light_Truck","Urban",7,11,54,"51–60",0.717897114926018,1,11075.2606599522,11075.2606599522,15427.3647709164,0.122211215359431,10584
8507,"Professional","Cargo_Van","Urban",33,7,33,"31–40",0.959809437976219,0,0,NA,0,0.123959388914629,7560
8508,"Retail","Cargo_Van","Suburban",16,32,59,"51–60",0.683556441217661,0,0,NA,0,0.0724569827690721,7000
8509,"Professional","Cargo_Van","Rural",35,16,21,"21–30",0.67240006569773,0,0,NA,0,0.0411845040239859,5040
8510,"Retail","Light_Truck","Urban",13,28,61,"61–70",0.527225234312937,0,0,NA,0,0.0733106688312138,7560
8511,"Retail","Box_Truck","Urban",5,16,32,"31–40",0.894865592359565,0,0,NA,0,0.178525685675733,12600
8512,"Professional","Cargo_Van","Rural",38,36,32,"31–40",0.661619838792831,0,0,NA,0,0.0414967962890863,5040
8513,"Retail","Delivery_Truck","Suburban",16,16,30,"21–30",0.716407892527059,0,0,NA,0,0.0987210075902287,9100
8514,"Retail","Light_Truck","Urban",46,15,60,"51–60",0.740789092029445,0,0,NA,0,0.136008877296606,7560
8515,"Professional","Cargo_Van","Urban",20,25,59,"51–60",0.99648955068551,0,0,NA,0,0.115094543104176,7560
8516,"Logistics","Light_Truck","Urban",44,28,56,"51–60",0.770093295490369,0,0,NA,0,0.195033828015891,11340
8517,"Construction","Delivery_Truck","Urban",17,37,32,"31–40",0.857954776030965,0,0,NA,0,0.232715943224519,15288
8518,"Logistics","Light_Truck","Suburban",29,4,53,"51–60",0.914360178634524,0,0,NA,0,0.137099165184461,9450
8519,"Professional","Light_Truck","Suburban",16,27,54,"51–60",0.79979982774239,0,0,NA,0,0.0534106324966368,5670
8520,"Retail","Cargo_Van","Rural",31,28,35,"31–40",0.961164100910537,0,0,NA,0,0.0814105993471225,5600
8521,"Logistics","Cargo_Van","Urban",3,32,67,"61–70",0.854802974849008,0,0,NA,0,0.166943020988011,12600
8522,"Logistics","Light_Truck","Rural",29,37,49,"41–50",0.824866713490337,1,6080.2018123222,6080.2018123222,7371.13246647384,0.0865763605145188,7560
8523,"Healthcare","Cargo_Van","Rural",12,4,27,"21–30",0.981234019389376,0,0,NA,0,0.0630540980859613,6160
8524,"Retail","Cargo_Van","Suburban",44,18,30,"21–30",0.976343939313665,0,0,NA,0,0.130830087868031,7000
8525,"Logistics","Delivery_Truck","Urban",46,16,37,"31–40",0.626815204625018,0,0,NA,0,0.232723949173177,16380
8526,"Construction","Light_Truck","Rural",12,36,23,"21–30",0.559230187442154,0,0,NA,0,0.0467169713985426,7056
8527,"Construction","Light_Truck","Suburban",43,32,23,"21–30",0.552078641369008,0,0,NA,0,0.0859089573834313,8820
8528,"Logistics","Box_Truck","Suburban",32,30,53,"51–60",0.856277292710729,0,0,NA,0,0.204753026232989,15750
8529,"Healthcare","Light_Truck","Suburban",14,9,57,"51–60",0.82600484683644,0,0,NA,0,0.0695826482975017,6930
8530,"Professional","Cargo_Van","Urban",1,5,39,"31–40",0.848629249609075,0,0,NA,0,0.0810865248001472,7560
8531,"Logistics","Delivery_Truck","Suburban",3,10,58,"51–60",0.91623169160448,0,0,NA,0,0.155081376120974,13650
8532,"Retail","Light_Truck","Suburban",28,37,65,"61–70",0.599402868421748,0,0,NA,0,0.0636565846263897,6300
8533,"Professional","Cargo_Van","Suburban",45,8,64,"61–70",0.903250179602765,0,0,NA,0,0.0853571419724612,6300
8534,"Healthcare","Light_Truck","Suburban",11,28,38,"31–40",0.525006318581291,0,0,NA,0,0.0429507669231354,6930
8535,"Retail","Light_Truck","Suburban",45,19,64,"61–70",0.707861593924463,0,0,NA,0,0.0860051836618222,6300
8536,"Retail","Light_Truck","Suburban",11,39,66,"61–70",0.932568373158574,2,1315.16026429089,657.580132145443,1410.25612935649,0.0847704651201144,6300
8537,"Healthcare","Light_Truck","Suburban",48,7,27,"21–30",0.954871500143781,0,0,NA,0,0.106735536286072,6930
8538,"Professional","Light_Truck","Urban",43,33,64,"61–70",0.600346852792427,0,0,NA,0,0.0754545941932162,6804
8539,"Construction","Light_Truck","Urban",16,38,29,"21–30",0.788926256471314,0,0,NA,0,0.146763951491358,10584
8540,"Retail","Light_Truck","Rural",1,6,45,"41–50",0.524994150735438,0,0,NA,0,0.0300979146616627,5040
8541,"Construction","Cargo_Van","Urban",20,19,69,"61–70",0.703959651524201,1,11280.4445836828,11280.4445836828,16024.2771858566,0.150999345251941,11760
8542,"Logistics","Cargo_Van","Urban",24,23,67,"61–70",0.99472891096957,0,0,NA,0,0.238138101286115,12600
8543,"Healthcare","Delivery_Truck","Suburban",44,9,25,"21–30",0.533971489523537,0,0,NA,0,0.0837160501275002,10010
8544,"Professional","Light_Truck","Suburban",5,22,44,"41–50",0.86183442431502,0,0,NA,0,0.051580790295254,5670
8545,"Construction","Light_Truck","Rural",41,30,55,"51–60",0.858493342646398,0,0,NA,0,0.0921068922391894,7056
8546,"Professional","Light_Truck","Urban",29,3,66,"61–70",0.502799910260364,0,0,NA,0,0.0565423639083293,6804
8547,"Construction","Delivery_Truck","Rural",28,39,46,"41–50",0.87106361950282,0,0,NA,0,0.121595254900877,10192
8548,"Construction","Cargo_Van","Suburban",10,14,44,"41–50",0.671082168002613,0,0,NA,0,0.0872406818403397,9800
8549,"Professional","Cargo_Van","Suburban",38,3,50,"41–50",0.58891272416804,0,0,NA,0,0.0527665800854564,6300
8550,"Retail","Cargo_Van","Urban",6,9,54,"51–60",0.714994722045958,0,0,NA,0,0.102959239974618,8400
8551,"Retail","Cargo_Van","Suburban",41,19,36,"31–40",0.678817288950086,0,0,NA,0,0.0889250648524612,7000
8552,"Healthcare","Delivery_Truck","Urban",39,37,50,"41–50",0.768472988740541,0,0,NA,0,0.173978442285915,12012
8553,"Healthcare","Cargo_Van","Suburban",44,13,68,"61–70",0.732470507500693,0,0,NA,0,0.0883359432045836,7700
8554,"Retail","Cargo_Van","Rural",18,2,24,"21–30",0.779219646472484,0,0,NA,0,0.0589090052733198,5600
8555,"Retail","Light_Truck","Urban",46,13,28,"21–30",0.903917596791871,0,0,NA,0,0.165959270770987,7560
8556,"Professional","Delivery_Truck","Urban",22,30,54,"51–60",0.870548214181326,0,0,NA,0,0.133089410984041,9828
8557,"Logistics","Light_Truck","Urban",7,32,28,"21–30",0.505246740300208,1,21376.6827355307,21376.6827355307,42309.3926797609,0.0926268848992372,11340
8558,"Healthcare","Cargo_Van","Urban",2,19,33,"31–40",0.765075533767231,1,12193.0704664277,12193.0704664277,15937.0806257377,0.0950223812938901,9240
8559,"Logistics","Light_Truck","Urban",46,34,45,"41–50",0.834913012804464,2,18314.6660710975,9157.33303554873,21936.0170343719,0.214606040811259,11340
8560,"Retail","Cargo_Van","Urban",48,21,58,"51–60",0.635512274922803,1,6979.44604087318,6979.44604087318,10982.3937574156,0.13155104090902,8400
8561,"Healthcare","Light_Truck","Suburban",1,27,45,"41–50",0.738227046327665,0,0,NA,0,0.0544147155848122,6930
8562,"Construction","Cargo_Van","Urban",30,17,64,"61–70",0.799719253205694,0,0,NA,0,0.187134305250132,11760
8563,"Construction","Cargo_Van","Suburban",36,30,43,"41–50",0.765608429675922,0,0,NA,0,0.125406660780916,9800
8564,"Logistics","Cargo_Van","Urban",39,32,48,"41–50",0.887707653804682,0,0,NA,0,0.240480003415688,12600
8565,"Professional","Light_Truck","Rural",17,7,67,"61–70",0.804681823123246,0,0,NA,0,0.0379705211877166,4536
8566,"Professional","Delivery_Truck","Suburban",23,28,25,"21–30",0.945509862969629,0,0,NA,0,0.097226779209167,8190
8567,"Professional","Cargo_Van","Urban",22,34,33,"31–40",0.816402823198587,1,5846.774078006,5846.774078006,7161.62893104522,0.0960089720081538,7560
8568,"Construction","Light_Truck","Urban",33,4,38,"31–40",0.79073287139181,0,0,NA,0,0.170691551282993,10584
8569,"Logistics","Box_Truck","Suburban",33,18,59,"51–60",0.781072391429916,0,0,NA,0,0.188300932125924,15750
8570,"Logistics","Box_Truck","Urban",25,33,31,"31–40",0.711487904307432,0,0,NA,0,0.240554060446343,18900
8571,"Healthcare","Delivery_Truck","Urban",15,33,67,"61–70",0.887384439236484,0,0,NA,0,0.163522767540303,12012
8572,"Logistics","Cargo_Van","Urban",26,27,33,"31–40",0.696167627349496,0,0,NA,0,0.169586434022337,12600
8573,"Construction","Delivery_Truck","Urban",31,36,21,"21–30",0.940813648398034,1,28124.752277248,28124.752277248,29894.0734173417,0.288580474441371,15288
8574,"Construction","Light_Truck","Suburban",15,17,51,"51–60",0.836316769244149,0,0,NA,0,0.102741515101644,8820
8575,"Retail","Cargo_Van","Rural",28,33,49,"41–50",0.607182365260087,0,0,NA,0,0.0501532633704832,5600
8576,"Professional","Cargo_Van","Urban",4,31,37,"31–40",0.664132208796218,0,0,NA,0,0.0655498490081867,7560
8577,"Professional","Light_Truck","Urban",3,38,36,"31–40",0.668899168726057,1,3564.04487155634,3564.04487155634,5328.22439941763,0.0587862034434895,6804
8578,"Construction","Light_Truck","Urban",5,29,59,"51–60",0.506774230860174,0,0,NA,0,0.0844919336401625,10584
8579,"Healthcare","Light_Truck","Suburban",25,1,49,"41–50",0.670887711457908,0,0,NA,0,0.0624931903223042,6930
8580,"Construction","Cargo_Van","Urban",22,7,48,"41–50",0.870329756406136,0,0,NA,0,0.1900800187991,11760
8581,"Professional","Delivery_Truck","Suburban",17,5,42,"41–50",0.810640483861789,0,0,NA,0,0.0789320639136224,8190
8582,"Construction","Box_Truck","Suburban",14,29,43,"41–50",0.539210880640894,0,0,NA,0,0.102061835487708,14700
8583,"Healthcare","Delivery_Truck","Rural",34,3,41,"41–50",0.720913861645386,0,0,NA,0,0.0732131281332588,8008
8584,"Logistics","Box_Truck","Urban",3,11,36,"31–40",0.925634686136618,0,0,NA,0,0.253087035883474,18900
8585,"Construction","Delivery_Truck","Urban",35,30,31,"31–40",0.543748961063102,1,17422.0307627821,17422.0307627821,32040.577564911,0.17230045203687,15288
8586,"Retail","Light_Truck","Urban",11,3,59,"51–60",0.862450569868088,0,0,NA,0,0.117595135201514,7560
8587,"Construction","Light_Truck","Urban",38,40,35,"31–40",0.775040193810128,0,0,NA,0,0.174105029137507,10584
8588,"Construction","Cargo_Van","Suburban",14,31,59,"51–60",0.69124391162768,0,0,NA,0,0.0934561768520624,9800
8589,"Professional","Light_Truck","Urban",47,38,45,"41–50",0.540379100712016,0,0,NA,0,0.0699601802736812,6804
8590,"Construction","Delivery_Truck","Urban",33,7,50,"41–50",0.928108277730644,1,5216.06799259696,5216.06799259696,5620.10717688133,0.289388801537803,15288
8591,"Construction","Light_Truck","Rural",7,33,24,"21–30",0.872641667956486,0,0,NA,0,0.0693252720274671,7056
8592,"Logistics","Cargo_Van","Suburban",6,2,62,"61–70",0.559338321676478,0,0,NA,0,0.0751750704333186,10500
8593,"Construction","Cargo_Van","Urban",21,32,59,"51–60",0.809565871255472,0,0,NA,0,0.175230532833247,11760
8594,"Retail","Light_Truck","Urban",18,3,45,"41–50",0.850694010965526,0,0,NA,0,0.124031186798774,7560
8595,"Professional","Light_Truck","Urban",18,36,40,"31–40",0.834812413901091,1,3056.98433065277,3056.98433065277,3661.88173504445,0.0852009549627453,6804
8596,"Healthcare","Light_Truck","Urban",21,24,59,"51–60",0.8806661083363,0,0,NA,0,0.118771034700775,8316
8597,"Retail","Light_Truck","Urban",48,17,63,"61–70",0.954721992253326,0,0,NA,0,0.177864707156795,7560
8598,"Logistics","Delivery_Truck","Urban",4,16,23,"21–30",0.949190083891153,0,0,NA,0,0.243581159328148,16380
8599,"Professional","Light_Truck","Suburban",47,2,37,"31–40",0.67366938397754,0,0,NA,0,0.0581444045311015,5670
8600,"Retail","Light_Truck","Rural",13,17,32,"31–40",0.576288777287118,0,0,NA,0,0.0373953787581611,5040
8601,"Healthcare","Cargo_Van","Suburban",30,28,26,"21–30",0.747022768715397,0,0,NA,0,0.0806784590212628,7700
8602,"Healthcare","Light_Truck","Urban",34,9,68,"61–70",0.619358515366912,0,0,NA,0,0.093312553925179,8316
8603,"Professional","Cargo_Van","Rural",39,5,53,"51–60",0.773624438443221,0,0,NA,0,0.048900800753996,5040
8604,"Construction","Light_Truck","Suburban",7,5,43,"41–50",0.812383124604821,0,0,NA,0,0.0921973608114012,8820
8605,"Retail","Delivery_Truck","Suburban",17,15,54,"51–60",0.858647343353368,0,0,NA,0,0.119437845460454,9100
8606,"Logistics","Box_Truck","Urban",39,33,66,"61–70",0.954929049243219,0,0,NA,0,0.362166391215983,18900
8607,"Professional","Light_Truck","Urban",11,1,48,"41–50",0.737947021145374,0,0,NA,0,0.0704333534332202,6804
8608,"Professional","Light_Truck","Urban",14,25,49,"41–50",0.521198836155236,0,0,NA,0,0.0512234216173366,6804
8609,"Retail","Box_Truck","Rural",41,15,69,"61–70",0.959221197874285,0,0,NA,0,0.123144817383101,8400
8610,"Logistics","Delivery_Truck","Suburban",11,16,34,"31–40",0.751714906538837,0,0,NA,0,0.138180234119969,13650
8611,"Healthcare","Light_Truck","Rural",41,4,52,"51–60",0.635484048747458,0,0,NA,0,0.0472018486888149,5544
8612,"Professional","Light_Truck","Suburban",31,2,31,"31–40",0.856124981539324,0,0,NA,0,0.0652624073427427,5670
8613,"Retail","Cargo_Van","Urban",42,12,60,"51–60",0.649527200963348,0,0,NA,0,0.128606385790743,8400
8614,"Logistics","Cargo_Van","Urban",25,10,49,"41–50",0.924558648490347,0,0,NA,0,0.223280913610419,12600
8615,"Professional","Delivery_Truck","Suburban",26,33,63,"61–70",0.891483948216774,1,2943.56591784215,2943.56591784215,3301.87203452192,0.0941050455737626,8190
8616,"Professional","Cargo_Van","Urban",23,13,67,"61–70",0.845344871515408,0,0,NA,0,0.100300169005303,7560
8617,"Construction","Light_Truck","Urban",18,15,51,"51–60",0.627785911667161,0,0,NA,0,0.118990541697394,10584
8618,"Retail","Delivery_Truck","Urban",36,33,25,"21–30",0.666325455182232,0,0,NA,0,0.163716164338274,10920
8619,"Retail","Light_Truck","Rural",19,36,66,"61–70",0.717540406505577,0,0,NA,0,0.049273499714738,5040
8620,"Logistics","Light_Truck","Urban",49,39,59,"51–60",0.802305427379906,1,25787.8056040527,25787.8056040527,32142.1303209528,0.210773658826975,11340
8621,"Construction","Cargo_Van","Urban",37,33,28,"21–30",0.725513082463294,0,0,NA,0,0.179673314872035,11760
8622,"Retail","Cargo_Van","Suburban",7,33,67,"61–70",0.742045872379094,0,0,NA,0,0.0719784496207722,7000
8623,"Retail","Light_Truck","Urban",32,21,30,"21–30",0.979025133070536,0,0,NA,0,0.161245439416717,7560
8624,"Logistics","Cargo_Van","Urban",45,20,61,"61–70",0.989540785900317,0,0,NA,0,0.28053481280274,12600
8625,"Construction","Light_Truck","Suburban",37,26,26,"21–30",0.507741937180981,0,0,NA,0,0.075445374445722,8820
8626,"Healthcare","Cargo_Van","Urban",5,15,23,"21–30",0.857836276758462,1,3542.88537852055,3542.88537852055,4130.02512776468,0.110017502494273,9240
8627,"Logistics","Light_Truck","Suburban",20,11,58,"51–60",0.563715310534462,1,8504.78701508344,8504.78701508344,15087.0250570629,0.0781309420400765,9450
8628,"Healthcare","Delivery_Truck","Rural",29,24,42,"41–50",0.648764886776917,0,0,NA,0,0.0632292746301651,8008
8629,"Logistics","Cargo_Van","Suburban",32,29,47,"41–50",0.722799866460264,0,0,NA,0,0.123454217191413,10500
8630,"Professional","Light_Truck","Urban",48,32,22,"21–30",0.697664136649109,0,0,NA,0,0.0909823800604104,6804
8631,"Professional","Delivery_Truck","Urban",45,1,62,"61–70",0.897026952472515,0,0,NA,0,0.165299641666873,9828
8632,"Logistics","Cargo_Van","Urban",43,5,46,"41–50",0.919558961410075,1,6209.00073216979,6209.00073216979,6752.15075132186,0.256832817921834,12600
8633,"Logistics","Delivery_Truck","Urban",34,31,60,"51–60",0.689336339011788,2,9265.06735674794,4632.53367837397,13440.5613521406,0.233354137482271,16380
8634,"Logistics","Light_Truck","Suburban",32,40,41,"41–50",0.907404559548013,0,0,NA,0,0.139486228893721,9450
8635,"Logistics","Light_Truck","Suburban",14,36,52,"51–60",0.917131126392633,0,0,NA,0,0.120180862802491,9450
8636,"Construction","Cargo_Van","Urban",39,3,26,"21–30",0.704645614139736,0,0,NA,0,0.177253604236851,11760
8637,"Construction","Cargo_Van","Urban",49,17,70,"61–70",0.984515225631185,0,0,NA,0,0.266852851907333,11760
8638,"Logistics","Light_Truck","Urban",42,23,55,"51–60",0.506890628719702,0,0,NA,0,0.126459074052991,11340
8639,"Professional","Cargo_Van","Suburban",36,26,31,"31–40",0.945002480177209,0,0,NA,0,0.0833492187516298,6300
8640,"Logistics","Light_Truck","Urban",4,39,64,"61–70",0.793158973916434,0,0,NA,0,0.140912623305994,11340
8641,"Healthcare","Cargo_Van","Urban",4,37,23,"21–30",0.522838869830593,0,0,NA,0,0.0663482525815023,9240
8642,"Retail","Light_Truck","Urban",36,17,21,"21–30",0.88582165830303,0,0,NA,0,0.150678264077345,7560
8643,"Logistics","Cargo_Van","Suburban",38,14,26,"21–30",0.56000476446934,0,0,NA,0,0.100352853792906,10500
8644,"Healthcare","Delivery_Truck","Suburban",3,7,51,"51–60",0.913506831857376,0,0,NA,0,0.0993986783744011,10010
8645,"Healthcare","Light_Truck","Suburban",30,11,23,"21–30",0.970704304170795,0,0,NA,0,0.0943524583654013,6930
8646,"Professional","Light_Truck","Suburban",28,31,68,"61–70",0.616994101088494,0,0,NA,0,0.0458673414749187,5670
8647,"Logistics","Cargo_Van","Urban",16,32,45,"41–50",0.71594728785567,0,0,NA,0,0.159369866276672,12600
8648,"Logistics","Light_Truck","Suburban",45,33,59,"51–60",0.826517447363585,0,0,NA,0,0.140590617796546,9450
8649,"Construction","Light_Truck","Suburban",4,24,36,"31–40",0.941290830844082,0,0,NA,0,0.103523165576232,8820
8650,"Healthcare","Light_Truck","Suburban",34,10,25,"21–30",0.782420535222627,0,0,NA,0,0.0785863185577607,6930
8651,"Retail","Cargo_Van","Urban",3,30,26,"21–30",0.60351487970911,1,3925.69612044603,3925.69612044603,6504.7213456248,0.0841903257194208,8400
8652,"Construction","Box_Truck","Suburban",15,11,49,"41–50",0.900695538031869,1,5264.29139913388,5264.29139913388,5844.69576771415,0.17212291731789,14700
8653,"Professional","Cargo_Van","Rural",9,5,65,"61–70",0.626534629496746,0,0,NA,0,0.0303931948768871,5040
8654,"Construction","Cargo_Van","Rural",35,38,51,"51–60",0.841803751070984,1,548.282020419873,548.282020419873,651.31810083089,0.0957551766843244,7840
8655,"Construction","Light_Truck","Rural",48,13,45,"41–50",0.574521474773064,0,0,NA,0,0.0649335661218013,7056
8656,"Construction","Light_Truck","Rural",33,28,41,"41–50",0.627278250525706,0,0,NA,0,0.063190129123208,7056
8657,"Construction","Delivery_Truck","Rural",50,20,37,"31–40",0.839434472611174,0,0,NA,0,0.139027137353863,10192
8658,"Retail","Cargo_Van","Suburban",21,2,44,"41–50",0.755077280569822,0,0,NA,0,0.0838135781432502,7000
8659,"Retail","Cargo_Van","Rural",10,27,45,"41–50",0.920796207385138,0,0,NA,0,0.0644557345169596,5600
8660,"Construction","Cargo_Van","Urban",35,14,42,"41–50",0.525961063685827,0,0,NA,0,0.12820300927342,11760
8661,"Professional","Light_Truck","Urban",42,4,23,"21–30",0.730251237400807,0,0,NA,0,0.0910915393533767,6804
8662,"Healthcare","Cargo_Van","Urban",22,15,25,"21–30",0.768854720867239,0,0,NA,0,0.116250833795127,9240
8663,"Construction","Cargo_Van","Urban",43,15,62,"61–70",0.776056293747388,0,0,NA,0,0.201270199783385,11760
8664,"Professional","Light_Truck","Urban",40,21,33,"31–40",0.875941462465562,0,0,NA,0,0.107609408663894,6804
8665,"Construction","Light_Truck","Urban",8,23,61,"61–70",0.613649563863873,0,0,NA,0,0.105541588488948,10584
8666,"Healthcare","Delivery_Truck","Suburban",48,7,31,"31–40",0.716918005957268,0,0,NA,0,0.115753581241861,10010
8667,"Retail","Box_Truck","Suburban",19,24,39,"31–40",0.683047427097335,0,0,NA,0,0.104233037375053,10500
8668,"Retail","Cargo_Van","Suburban",5,13,29,"21–30",0.572198263485916,0,0,NA,0,0.054358835031162,7000
8669,"Professional","Cargo_Van","Urban",27,31,56,"51–60",0.918269968708046,0,0,NA,0,0.112809465655783,7560
8670,"Healthcare","Cargo_Van","Urban",13,25,46,"41–50",0.589509434066713,0,0,NA,0,0.0819712868069764,9240
8671,"Logistics","Light_Truck","Suburban",32,8,65,"61–70",0.9059169346001,0,0,NA,0,0.139257551186727,9450
8672,"Retail","Light_Truck","Urban",38,36,25,"21–30",0.797661848366261,1,15478.5592504185,15478.5592504185,19404.9136010717,0.13783596739769,7560
8673,"Healthcare","Delivery_Truck","Suburban",2,11,44,"41–50",0.780220507760532,0,0,NA,0,0.0839829354553437,10010
8674,"Professional","Light_Truck","Urban",27,13,69,"61–70",0.684866989264265,0,0,NA,0,0.0757223186680034,6804
8675,"Logistics","Cargo_Van","Rural",46,3,39,"31–40",0.652239134651609,0,0,NA,0,0.0869304318663664,8400
8676,"Construction","Light_Truck","Urban",19,11,29,"21–30",0.896427110186778,0,0,NA,0,0.17148202404318,10584
8677,"Logistics","Light_Truck","Rural",23,5,36,"31–40",0.807684009778313,0,0,NA,0,0.0804986345185654,7560
8678,"Logistics","Light_Truck","Suburban",45,2,51,"51–60",0.680560724344105,0,0,NA,0,0.115763379210932,9450
8679,"Healthcare","Light_Truck","Suburban",31,7,64,"61–70",0.732089067576453,0,0,NA,0,0.0717520495131682,6930
8680,"Professional","Light_Truck","Urban",22,24,70,"61–70",0.66776674229186,0,0,NA,0,0.0706764320041705,6804
8681,"Retail","Cargo_Van","Suburban",38,39,21,"21–30",0.829362208489329,0,0,NA,0,0.106158362686634,7000
8682,"Construction","Cargo_Van","Urban",14,31,49,"41–50",0.579511816962622,0,0,NA,0,0.11752499648002,11760
8683,"Retail","Delivery_Truck","Urban",26,11,69,"61–70",0.936579236178659,1,28501.2481972898,28501.2481972898,30431.219374004,0.211854223223613,10920
8684,"Healthcare","Light_Truck","Suburban",20,15,63,"61–70",0.588660520385019,1,2663.06234546123,2663.06234546123,4523.93570358587,0.0524496523663052,6930
8685,"Construction","Cargo_Van","Suburban",49,9,24,"21–30",0.727011665003374,1,12115.0287988354,12115.0287988354,16664.1463707177,0.13137100786611,9800
8686,"Retail","Cargo_Van","Urban",14,33,50,"41–50",0.511975703993812,0,0,NA,0,0.0798682098230347,8400
8687,"Retail","Light_Truck","Rural",41,40,49,"41–50",0.840343452990055,0,0,NA,0,0.0693535451752692,5040
8688,"Professional","Delivery_Truck","Urban",21,39,31,"31–40",0.746152029605582,0,0,NA,0,0.11305322476569,9828
8689,"Logistics","Cargo_Van","Urban",15,25,69,"61–70",0.688665326102637,0,0,NA,0,0.151850704405631,12600
8690,"Retail","Cargo_Van","Urban",35,34,35,"31–40",0.790943973464891,0,0,NA,0,0.148301995024667,8400
8691,"Construction","Light_Truck","Suburban",25,15,70,"61–70",0.966392335598357,0,0,NA,0,0.130028088754759,8820
8692,"Healthcare","Cargo_Van","Urban",26,3,69,"61–70",0.676359454286285,0,0,NA,0,0.105917890541232,9240
8693,"Construction","Cargo_Van","Urban",37,14,39,"31–40",0.724624560913071,0,0,NA,0,0.179453272510122,11760
8694,"Logistics","Light_Truck","Urban",36,2,62,"61–70",0.888943689293228,0,0,NA,0,0.211693050168289,11340
8695,"Logistics","Delivery_Truck","Urban",12,7,43,"41–50",0.614023983944207,0,0,NA,0,0.170981118569104,16380
8696,"Logistics","Cargo_Van","Urban",31,22,22,"21–30",0.690497154602781,1,3215.60773595153,3215.60773595153,4656.94567242839,0.175455326984567,12600
8697,"Retail","Cargo_Van","Rural",2,38,23,"21–30",0.731858688639477,0,0,NA,0,0.0471316995483823,5600
8698,"Retail","Cargo_Van","Suburban",30,23,29,"21–30",0.932141924859025,0,0,NA,0,0.111857030983083,7000
8699,"Healthcare","Delivery_Truck","Urban",7,30,50,"41–50",0.956958024878986,1,5691.83060127172,5691.83060127172,5947.8372648492,0.162907749365274,12012
8700,"Logistics","Light_Truck","Urban",32,8,39,"31–40",0.699257286963984,0,0,NA,0,0.161234745228156,11340
8701,"Retail","Light_Truck","Rural",14,6,34,"31–40",0.503921201918274,0,0,NA,0,0.0330169171496853,5040
8702,"Retail","Light_Truck","Suburban",14,4,70,"61–70",0.661960791563615,0,0,NA,0,0.0619595300903544,6300
